player_id,lnr_id,lnr_slug,name,team,team_code,position_group,position_raw,nationality,age,height_cm,weight_kg,season,matches_played,minutes_total,minutes_avg,yellow_cards,orange_cards,red_cards,tackles_per80,tackle_success_pct,penalties_per80,turnovers_won_per80,turnovers_lost_per80,carries_per80,meters_per80,line_breaks_per80,offloads_per80,passes_per80,kick_meters_per80,points_scored_per80,tries_per80,errors_per80,ruck_arrivals_per80,lineout_wins_per80,scrum_success_pct,_source,rating_raw,rating,confidence,axis_att,axis_ctrl,axis_kick,axis_def,axis_disc,axis_pow,position_label,position_abbr,confidence_score,confidence_badge,low_sample,minutes_bucket,data_insufficient,rank_position,rating_percentile_position,rating_intl,team_intl,matches_intl,cluster_intl,axis_course_intl,axis_distrib_intl,axis_kicking_intl,axis_physique_intl,axis_rigueur_intl,axis_danger_intl,axis_melee_intl,rating_value,has_prior
lnr_690,690,arthur-iturria,Arthur Iturria,Bayonne,BAY,LOCK,2ème ligne,France,31.0,198.0,112.0,2025-2026,13,763.0,58.7,0,0,0,9.65,,,0.21,,,,0.0,0.52,,,1.05,0.21,,,,,lnr,81.3,80.0,0.889,0,36,48,28,100,40,2ème Ligne,2L,89,Haute,False,Moyenne,False,12,84.3,70.8,France,17,cluster_1,70.8,68.7,50.0,85.8,68.3,68.1,90.2,73.7,True
lnr_2628,2628,yohan-orabe,Yohan Orabe,Bayonne,BAY,FULLBACK,Arrière,France,23.0,182.0,83.0,2025-2026,13,695.0,53.5,0,0,0,5.06,,,0.0,,,,0.69,0.23,,,0.58,0.12,,,,,lnr,61.8,63.2,0.821,53,14,8,87,100,10,Arrière,ARR,82,Haute,False,Moyenne,False,26,22.7,,,,,,,,,,,,67.9,True
lnr_462,462,rodrigo-bruni,Rodrigo Bruni,Bayonne,BAY,BACK_ROW,3ème ligne,Argentine,32.0,187.0,109.0,2025-2026,12,790.0,65.8,1,0,0,9.92,,,0.41,,,,0.41,0.91,,,1.01,0.2,,,,,lnr,77.4,76.8,0.927,49,86,39,32,68,45,3ème Ligne,3L,93,Haute,False,Moyenne,False,15,84.4,63.4,Argentine,38,cluster_1,50.1,52.1,50.0,66.5,86.0,52.0,70.0,74.2,True
lnr_241,241,baptiste-germain,B. Germain,Bayonne,BAY,SCRUM_HALF,Demi de mêlée,France,25.0,174.0,82.0,2025-2026,12,641.0,53.4,0,0,0,6.61,,,0.12,,,,0.12,0.62,,,4.12,0.5,,,,,lnr,67.0,67.3,0.888,8,29,56,57,100,46,Demi de mêlée,9,89,Haute,False,Moyenne,False,24,45.2,,,,,,,,,,,,69.3,True
lnr_416,416,lucas-martin-paulos-adler,L. Paulos Adler,Bayonne,BAY,LOCK,2ème ligne,Espagne,28.0,199.0,123.0,2025-2026,12,682.0,56.8,0,0,0,8.68,,,0.23,,,,0.0,0.12,,,1.17,0.23,,,,,lnr,78.6,76.8,0.795,0,8,54,17,100,44,2ème Ligne,2L,80,Haute,False,Moyenne,False,22,70.0,74.7,Argentine,10,cluster_1,50.0,50.0,50.0,50.0,94.0,50.0,86.3,76.8,False
lnr_2607,2607,esteban-capilla,Esteban Capilla,Bayonne,BAY,BACK_ROW,3ème ligne,France,23.0,197.0,99.0,2025-2026,11,679.0,61.7,1,0,0,10.01,,,0.35,,,,0.82,0.59,,,4.12,0.82,,,,,lnr,82.9,80.3,0.796,97,56,100,33,63,79,3ème Ligne,3L,80,Haute,False,Moyenne,False,8,92.5,,,,,,,,,,,,79.3,True
lnr_2609,2609,arnaud-erbinartegaray,A. Erbinartegaray,Bayonne,BAY,FULLBACK,Arrière,France,25.0,185.0,88.0,2025-2026,11,846.0,76.9,1,0,0,4.63,,,0.0,,,,0.66,0.57,,,0.47,0.09,,,,,lnr,60.9,60.9,0.999,51,34,6,78,64,7,Arrière,ARR,100,Haute,False,Bonne,False,31,9.1,,,,,,,,,,,,62.2,True
lnr_2657,2657,guillaume-martocq,G. Martocq,Bayonne,BAY,CENTRE,Centre,France,26.0,183.0,94.0,2025-2026,11,652.0,59.3,2,0,0,6.99,,,0.0,,,,0.0,0.12,,,0.0,0.0,,,,,lnr,42.9,50.4,0.724,0,8,0,60,0,0,Centre,CTR,72,Haute,False,Moyenne,False,77,1.3,,,,,,,,,,,,61.0,True
lnr_13647,13647,robert-leota,Robert Leota,Bayonne,BAY,BACK_ROW,3ème ligne,Australie,29.0,190.0,110.0,2025-2026,10,676.0,67.6,0,0,0,9.94,,,0.12,,,,0.24,0.0,,,0.59,0.12,,,,,lnr,69.2,69.3,0.793,28,0,23,32,100,20,3ème Ligne,3L,79,Haute,False,Moyenne,False,60,36.0,68.3,Australie,26,cluster_1,55.8,50.0,50.0,86.1,91.0,54.5,75.8,69.3,False
lnr_12628,12628,etuale-manusamoa-tuilagi,E. Tuilagi,Bayonne,BAY,CENTRE,Centre,Grande-Bretagne,34.0,185.0,108.0,2025-2026,10,676.0,67.6,1,0,0,5.44,,,0.12,,,,0.47,0.36,,,0.59,0.12,,,,,lnr,57.4,60.5,0.75,40,23,13,39,36,18,Centre,CTR,75,Haute,False,Moyenne,False,71,9.1,76.0,Angleterre,26,cluster_1,84.6,66.9,50.0,88.2,83.6,77.9,91.7,60.5,False
lnr_12629,12629,alexander-james-moon,A. Moon,Bayonne,BAY,LOCK,2ème ligne,Grande-Bretagne,29.0,,127.0,2025-2026,9,441.0,49.0,0,0,0,9.8,,,0.0,,,,0.0,0.18,,,0.0,0.0,,,,,lnr,77.6,73.9,0.514,0,13,0,30,100,0,2ème Ligne,2L,51,Moyenne,False,Moyenne,False,35,51.4,,,,,,,,,,,,73.9,False
lnr_11937,11937,baptiste-jules-tilloles,B. Tilloles,Bayonne,BAY,SCRUM_HALF,Demi de mêlée,France,19.0,178.0,81.0,2025-2026,8,216.0,27.0,0,0,0,2.22,,,0.0,,,,0.0,0.37,,,0.0,0.0,,,,,lnr,53.1,64.9,0.299,0,17,0,0,100,0,Demi de mêlée,9,30,Basse,True,Basse,False,31,28.6,,,,,,,,,,,,64.9,False
lnr_3252,3252,manex-ariceta-maestro,M. Ariceta Maestro,Bayonne,BAY,BACK_ROW,3ème ligne,Espagne,22.0,192.0,115.0,2025-2026,7,151.0,21.6,0,0,0,13.25,,,0.0,,,,1.06,0.0,,,0.0,0.0,,,,,lnr,78.8,71.6,0.177,100,0,0,63,100,0,3ème Ligne,3L,18,Basse,True,Basse,True,33,65.6,,,,,,,,,,,,71.6,False
lnr_1885,1885,ignacio-calles,Ignacio Calles,Bayonne,BAY,FRONT_ROW,1ère ligne,Argentine,30.0,187.0,116.0,2025-2026,7,324.0,46.3,0,0,0,7.9,,,0.49,,,,0.0,0.25,,,0.0,0.0,,,,,lnr,76.8,73.2,0.468,0,21,0,18,100,25,1ère Ligne,1L,47,Moyenne,False,Basse,False,68,56.4,,,,,,,,,,,,71.6,True
lnr_12404,12404,mateo-carreras-1,Mateo Carreras,Bayonne,BAY,WINGER,Ailier,Espagne,26.0,173.0,84.0,2025-2026,7,470.0,67.1,0,0,0,4.09,,,0.0,,,,1.36,0.68,,,3.4,0.68,,,,,lnr,79.3,75.2,0.565,85,42,64,38,100,39,Ailier,AIL,56,Moyenne,False,Moyenne,False,6,87.5,63.0,Argentine,14,cluster_1,61.8,52.2,50.0,87.0,89.9,66.0,90.9,74.5,True
lnr_2669,2669,swan-cormenier,Swan Cormenier,Bayonne,BAY,FRONT_ROW,1ère ligne,France,30.0,175.0,118.0,2025-2026,7,199.0,28.4,0,0,0,7.24,,,0.4,,,,0.0,0.0,,,0.0,0.0,,,,,lnr,75.4,71.5,0.287,0,0,0,12,100,21,1ère Ligne,1L,29,Basse,True,Basse,False,101,36.3,,,,,,,,,,,,68.3,True
lnr_1424,1424,vincent-giudicelli,V. Giudicelli,Bayonne,BAY,FRONT_ROW,1ère ligne,France,28.0,184.0,102.0,2025-2026,7,218.0,31.1,0,1,0,13.94,,,0.37,,,,0.37,0.0,,,1.83,0.37,,,,,lnr,58.2,66.3,0.315,100,0,46,73,0,47,1ère Ligne,1L,32,Basse,True,Basse,False,136,13.7,,,,,,,,,,,,71.5,True
lnr_1812,1812,giovanni-habel-kuffner,G. Habel Kuffner,Bayonne,BAY,BACK_ROW,3ème ligne,Allemagne,31.0,196.0,105.0,2025-2026,7,373.0,53.3,0,0,0,8.15,,,0.0,,,,0.21,0.43,,,0.0,0.0,,,,,lnr,71.4,70.6,0.437,25,40,0,16,100,0,3ème Ligne,3L,44,Moyenne,False,Basse,False,42,54.8,,,,,,,,,,,,70.6,False
lnr_280,280,federico-mori,F. Mori,Bayonne,BAY,CENTRE,Centre,Italie,25.0,188.0,108.0,2025-2026,7,391.0,55.9,0,0,0,3.89,,,0.0,,,,0.2,0.82,,,0.0,0.0,,,,,lnr,60.8,66.0,0.434,17,52,0,18,100,0,Centre,CTR,43,Moyenne,False,Basse,False,55,29.9,65.8,ITALY,15,cluster_1,75.5,77.1,50.0,82.2,55.8,65.6,80.7,66.8,True
lnr_13654,13654,gareth-william-anscombe,G. Anscombe,Bayonne,BAY,FLY_HALF,Demi d'ouverture,Angleterre,34.0,183.0,96.0,2025-2026,6,164.0,27.3,0,0,0,7.8,,,0.0,,,,0.0,0.0,,,3.41,0.0,,,,,lnr,54.5,66.5,0.225,0,0,23,98,100,0,Ouvreur,10,22,Basse,True,Basse,True,27,30.3,78.1,WALES,37,cluster_1,70.5,90.6,69.4,85.4,77.8,68.6,95.2,66.5,False
lnr_2171,2171,baptiste-chouzenoux,B. Chouzenoux,Bayonne,BAY,BACK_ROW,3ème ligne,France,32.0,,107.0,2025-2026,5,211.0,42.2,0,0,0,7.58,,,0.0,,,,0.0,0.76,,,0.0,0.0,,,,,lnr,71.2,70.3,0.247,0,72,0,11,100,0,3ème Ligne,3L,25,Basse,True,Basse,True,48,49.5,,,,,,,,,,,,68.5,True
lnr_2100,2100,luke-tagi,Luke Tagi,Bayonne,BAY,FRONT_ROW,1ère ligne,Fidji,28.0,187.0,130.0,2025-2026,5,200.0,40.0,0,0,0,8.0,,,0.0,,,,0.0,1.2,,,0.0,0.0,,,,,lnr,77.5,72.2,0.289,0,100,0,19,100,0,1ère Ligne,1L,29,Basse,True,Basse,False,86,45.5,,,,,,,,,,,,64.7,True
lnr_13711,13711,hugo-gonzalez-hernandez,H. González Hernández,Bayonne,BAY,FRONT_ROW,1ère ligne,Espagne,20.0,183.0,119.0,2025-2026,4,100.0,25.0,0,0,0,12.8,,,0.8,,,,0.0,0.0,,,0.0,0.0,,,,,lnr,81.3,71.6,0.144,0,0,0,63,100,40,1ère Ligne,1L,14,Basse,True,Basse,True,98,37.6,,,,,,,,,,,,71.6,False
lnr_2640,2640,maxime-machenaud,Maxime Machenaud,Bayonne,BAY,SCRUM_HALF,Demi de mêlée,France,37.0,174.0,87.0,2025-2026,4,143.0,35.8,0,0,0,6.15,,,0.0,,,,0.0,1.68,,,0.0,0.0,,,,,lnr,68.6,69.7,0.198,0,78,0,50,100,0,Demi de mêlée,9,20,Basse,True,Basse,True,16,64.3,79.2,France,21,cluster_1,64.6,80.9,72.4,88.3,82.8,62.7,93.0,68.9,True
lnr_11813,11813,pierre-castillon,Pierre Castillon,Bayonne,BAY,FRONT_ROW,1ère ligne,France,22.0,185.0,104.0,2025-2026,3,83.0,27.7,0,0,0,14.46,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,lnr,79.9,71.2,0.12,0,0,0,78,100,0,1ère Ligne,1L,12,Basse,True,Basse,True,102,35.4,,,,,,,,,,,,69.4,True
lnr_724,724,marco-lorenzo-fepuleai,M. Fepulea'i,Bayonne,BAY,FRONT_ROW,1ère ligne,Nouvelle Zélande,30.0,183.0,128.0,2025-2026,3,110.0,36.7,0,0,0,5.82,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,lnr,72.9,70.5,0.159,0,0,0,0,100,0,1ère Ligne,1L,16,Basse,True,Basse,True,114,28.0,,,,,,,,,,,,70.5,False
lnr_3063,3063,victor-hannoun,Victor Hannoun,Bayonne,BAY,WINGER,Ailier,France,22.0,182.0,85.0,2025-2026,3,218.0,72.7,0,0,0,4.04,,,0.37,,,,0.0,0.0,,,0.0,0.0,,,,,lnr,54.3,65.9,0.262,0,0,0,37,100,24,Ailier,AIL,26,Basse,True,Basse,True,34,17.5,,,,,,,,,,,,66.1,True
lnr_2674,2674,tevita-tatafu,Tevita Tatafu,Bayonne,BAY,FRONT_ROW,1ère ligne,Tonga,23.0,183.0,133.0,2025-2026,3,100.0,33.3,0,0,0,8.0,,,0.0,,,,0.0,0.0,,,4.0,0.8,,,,,lnr,78.7,71.2,0.144,0,0,100,19,100,60,1ère Ligne,1L,14,Basse,True,Basse,True,102,35.4,67.5,Japon,26,cluster_1,52.2,51.0,50.0,65.6,93.6,62.4,69.6,66.5,True
lnr_13648,13648,alvaro-garcia-iandolino,A. Garcia Iandolino,Bayonne,BAY,LOCK,2ème ligne,Italie,20.0,198.0,116.0,2025-2026,2,40.0,20.0,0,0,0,10.0,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,lnr,76.6,70.3,0.047,0,0,0,32,100,0,2ème Ligne,2L,5,Basse,True,Basse,True,52,27.1,,,,,,,,,,,,70.3,False
lnr_11728,11728,gabriel-lapegue-lafaye,G. Lapegue Lafaye,Bayonne,BAY,CENTRE,Centre,France,21.0,,,2025-2026,2,74.0,37.0,0,0,0,0.0,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,lnr,48.6,68.2,0.082,0,0,0,0,100,0,Centre,CTR,8,Basse,True,Basse,True,44,44.2,,,,,,,,,,,,68.2,False
lnr_14057,14057,raphael-marchesin,Raphael Marchesin,Bayonne,BAY,BACK_ROW,3ème ligne,France,20.0,188.0,94.0,2025-2026,2,62.0,31.0,0,0,0,15.48,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,lnr,64.0,69.6,0.073,0,0,0,83,100,0,3ème Ligne,3L,7,Basse,True,Basse,True,52,43.5,,,,,,,,,,,,69.6,False
lnr_1805,1805,nadir-megdoud,Nadir Megdoud,Bayonne,BAY,WINGER,Ailier,France,29.0,181.0,96.0,2025-2026,1,80.0,80.0,0,0,0,6.0,,,0.0,,,,1.0,0.0,,,0.0,0.0,,,,,lnr,64.2,69.4,0.096,62,0,0,67,100,0,Ailier,AIL,10,Basse,True,Basse,True,19,53.8,,,,,,,,,,,,69.0,True
lnr_11435,11435,teddy-durand,Teddy Durand,Castres,CAS,FRONT_ROW,1ère ligne,France,26.0,180.0,102.0,2025-2026,17,914.0,53.8,1,0,0,11.47,,,0.09,,,,0.09,0.35,,,1.31,0.26,,,,,lnr,74.5,74.5,1.0,25,29,33,51,77,24,1ère Ligne,1L,100,Haute,False,Bonne,False,55,65.6,,,,,,,,,,,,74.5,False
lnr_560,560,lois-guerois-galisson,L. Guerois Galisson,Castres,CAS,FRONT_ROW,1ère ligne,France,24.0,192.0,122.0,2025-2026,17,696.0,40.9,0,0,0,11.95,,,0.0,,,,0.0,0.0,,,0.57,0.11,,,,,lnr,78.4,78.4,1.0,0,0,14,55,100,8,1ère Ligne,1L,100,Haute,False,Moyenne,False,28,82.5,,,,,,,,,,,,73.7,True
lnr_624,624,florent-vanverberghe,F. Vanverberghe,Castres,CAS,LOCK,2ème ligne,France,25.0,198.0,120.0,2025-2026,15,908.0,60.5,0,0,0,13.66,,,0.0,,,,0.0,0.09,,,0.0,0.0,,,,,lnr,78.5,78.5,1.0,0,6,0,74,100,0,2ème Ligne,2L,100,Haute,False,Bonne,False,17,77.1,,,,,,,,,,,,77.5,True
lnr_11820,11820,elias-jack-goodhue,E. Goodhue,Castres,CAS,CENTRE,Centre,Nouvelle Zélande,30.0,188.0,100.0,2025-2026,14,921.0,65.8,1,0,0,10.77,,,0.17,,,,0.35,0.78,,,1.3,0.26,,,,,lnr,65.3,65.3,1.0,30,50,30,100,53,31,Centre,CTR,100,Haute,False,Bonne,False,58,26.0,79.1,All Blacks,30,cluster_1,85.5,77.7,50.0,92.8,79.3,79.2,100.0,67.3,True
lnr_640,640,thomas-staniforth,T. Staniforth,Castres,CAS,LOCK,2ème ligne,Australie,31.0,198.0,124.0,2025-2026,14,666.0,47.6,1,1,0,16.1,,,0.12,,,,0.0,0.12,,,0.0,0.0,,,,,lnr,44.3,50.1,0.776,0,8,0,100,0,6,2ème Ligne,2L,78,Haute,False,Moyenne,False,70,1.4,,,,,,,,,,,,63.7,True
lnr_549,549,vilimoni-botitu,V. Botitu,Castres,CAS,CENTRE,Centre,Fidji,27.0,183.0,98.0,2025-2026,13,829.0,63.8,0,0,0,7.04,,,0.0,,,,0.68,0.87,,,1.93,0.39,,,,,lnr,74.4,74.0,0.92,58,55,44,61,100,28,Centre,CTR,92,Haute,False,Bonne,False,10,87.7,,,,,,,,,,,,74.5,True
lnr_1892,1892,guillaume-ducat,G. Ducat,Castres,CAS,LOCK,2ème ligne,France,29.0,,115.0,2025-2026,13,846.0,65.1,1,0,0,7.47,,,0.0,,,,0.0,0.09,,,0.0,0.0,,,,,lnr,66.2,66.2,0.986,0,6,0,3,72,0,2ème Ligne,2L,99,Haute,False,Bonne,False,57,20.0,,,,,,,,,,,,66.4,True
lnr_611,611,jeremy-fernandez,J. Fernandez,Castres,CAS,SCRUM_HALF,Demi de mêlée,France,28.0,176.0,90.0,2025-2026,13,536.0,41.2,0,0,0,5.97,,,0.45,,,,0.45,0.45,,,8.96,0.45,,,,,lnr,71.6,71.2,0.743,32,21,100,47,100,72,Demi de mêlée,9,74,Haute,False,Moyenne,False,14,69.0,,,,,,,,,,,,72.6,True
lnr_990,990,pierre-popelin,Pierre Popelin,Castres,CAS,FULLBACK,Arrière,France,30.0,181.0,87.0,2025-2026,13,691.0,53.2,2,0,0,3.01,,,0.0,,,,0.12,0.69,,,9.96,0.12,,,,,lnr,60.0,61.8,0.816,9,41,100,42,13,10,Arrière,ARR,82,Haute,False,Moyenne,False,29,15.2,,,,,,,,,,,,65.7,True
lnr_555,555,santiago-arata-perrone,S. Arata Perrone,Castres,CAS,SCRUM_HALF,Demi de mêlée,Italie,29.0,174.0,75.0,2025-2026,12,717.0,59.8,0,0,0,7.7,,,0.0,,,,0.45,1.34,,,1.12,0.22,,,,,lnr,71.9,71.9,0.993,32,62,15,74,100,16,Demi de mêlée,9,99,Haute,False,Moyenne,False,12,73.8,60.2,URUG,32,cluster_0,50.0,50.0,50.0,77.0,100.0,56.6,88.8,74.8,True
lnr_550,550,tyler-ardron,Tyler Ardron,Castres,CAS,LOCK,2ème ligne,Canada,34.0,197.0,108.0,2025-2026,12,822.0,68.5,1,0,0,9.64,,,0.29,,,,0.19,0.68,,,0.97,0.19,,,,,lnr,76.5,76.2,0.958,53,48,45,28,71,42,2ème Ligne,2L,96,Haute,False,Bonne,False,25,65.7,,,,,,,,,,,,73.4,True
lnr_599,599,mathieu-babillot,Mathieu Babillot,Castres,CAS,BACK_ROW,3ème ligne,France,32.0,190.0,110.0,2025-2026,12,735.0,61.2,0,0,0,10.56,,,0.33,,,,0.0,0.54,,,0.0,0.0,,,,,lnr,70.8,70.7,0.862,0,51,0,38,100,18,3ème Ligne,3L,86,Haute,False,Moyenne,False,39,58.1,71.7,France,7,cluster_1,73.2,54.6,50.0,93.4,80.3,58.3,92.4,71.9,True
lnr_1888,1888,nicolas-corato,Nicolas Corato,Castres,CAS,FRONT_ROW,1ère ligne,France,28.0,184.0,123.0,2025-2026,12,419.0,34.9,0,0,0,9.16,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,lnr,75.6,73.4,0.605,0,0,0,30,100,0,1ère Ligne,1L,60,Moyenne,False,Moyenne,False,65,58.9,,,,,,,,,,,,70.4,True
lnr_580,580,gauthier-maravat,G. Maravat,Castres,CAS,BACK_ROW,3ème ligne,France,25.0,198.0,112.0,2025-2026,12,451.0,37.6,0,0,0,9.93,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,lnr,63.1,66.3,0.529,0,0,0,32,100,0,3ème Ligne,3L,53,Moyenne,False,Moyenne,False,79,16.1,,,,,,,,,,,,65.0,True
lnr_633,633,baptiste-cope,B. Cope,Castres,CAS,BACK_ROW,3ème ligne,France,24.0,186.0,102.0,2025-2026,11,378.0,34.4,0,0,0,18.2,,,0.42,,,,0.21,0.21,,,0.0,0.0,,,,,lnr,72.4,71.1,0.443,25,20,0,100,100,23,3ème Ligne,3L,44,Moyenne,False,Basse,False,36,62.4,,,,,,,,,,,,72.2,True
lnr_606,606,baptiste-delaporte,B. Delaporte,Castres,CAS,BACK_ROW,3ème ligne,France,29.0,190.0,110.0,2025-2026,11,776.0,70.5,1,0,0,12.99,,,0.31,,,,0.0,0.21,,,0.0,0.0,,,,,lnr,60.1,61.0,0.91,0,20,0,60,67,17,3ème Ligne,3L,91,Haute,False,Moyenne,False,91,3.2,,,,,,,,,,,,65.4,True
lnr_596,596,adrien-seguret,Adrien Seguret,Castres,CAS,CENTRE,Centre,France,27.0,182.0,95.0,2025-2026,11,269.0,24.5,0,0,0,5.65,,,0.0,,,,0.0,0.3,,,0.0,0.0,,,,,lnr,52.9,64.9,0.299,0,19,0,42,100,0,Centre,CTR,30,Basse,True,Basse,False,61,22.1,,,,,,,,,,,,70.6,True
lnr_612,612,gauthier-doubrere,G. Doubrere,Castres,CAS,SCRUM_HALF,Demi de mêlée,France,30.0,176.0,82.0,2025-2026,10,182.0,18.2,0,0,0,7.91,,,0.44,,,,0.0,0.44,,,0.0,0.0,,,,,lnr,62.4,68.1,0.252,0,20,0,77,100,39,Demi de mêlée,9,25,Basse,True,Basse,False,19,56.0,,,,,,,,,,,,66.4,True
lnr_1562,1562,christian-guetang-ambadiang,C. Guetang Ambadiang,Castres,CAS,WINGER,Ailier,Cameroun,27.0,189.0,107.0,2025-2026,10,778.0,77.8,1,0,0,5.45,,,0.31,,,,0.82,1.03,,,2.57,0.51,,,,,lnr,72.7,72.6,0.935,51,64,48,59,59,49,Ailier,AIL,94,Haute,False,Moyenne,False,11,75.0,,,,,,,,,,,,71.4,True
lnr_13511,13511,vuate-karawalevu,V. Karawalevu,Castres,CAS,WINGER,Ailier,Fidji,25.0,193.0,104.0,2025-2026,10,619.0,61.9,0,0,0,3.36,,,0.0,,,,1.29,0.9,,,0.65,0.13,,,,,lnr,74.5,73.4,0.744,80,56,12,26,100,7,Ailier,AIL,74,Haute,False,Moyenne,False,9,80.0,,,,,,,,,,,,73.4,False
lnr_384,384,abraham-papalii,Abraham Papalii,Castres,CAS,LOCK,2ème ligne,Nouvelle Zélande,32.0,194.0,126.0,2025-2026,10,487.0,48.7,1,0,0,8.21,,,0.0,,,,0.16,1.15,,,1.64,0.33,,,,,lnr,71.3,70.7,0.568,45,81,76,11,51,46,2ème Ligne,2L,57,Moyenne,False,Moyenne,False,49,30.7,,,,,,,,,,,,65.8,True
lnr_593,593,antoine-tichit,Antoine Tichit,Castres,CAS,FRONT_ROW,1ère ligne,France,36.0,187.0,115.0,2025-2026,10,303.0,30.3,0,0,0,8.18,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,lnr,74.8,72.1,0.437,0,0,0,21,100,0,1ère Ligne,1L,44,Moyenne,False,Basse,False,88,43.6,,,,,,,,,,,,69.8,True
lnr_68,68,loris-zarantonello,L. Zarantonello,Castres,CAS,FRONT_ROW,1ère ligne,France,25.0,183.0,102.0,2025-2026,10,303.0,30.3,0,0,0,15.31,,,0.0,,,,0.0,0.0,,,2.64,0.53,,,,,lnr,83.3,75.8,0.437,0,0,66,86,100,40,1ère Ligne,1L,44,Moyenne,False,Basse,False,47,70.7,,,,,,,,,,,,77.0,True
lnr_12516,12516,william-collier,William Collier,Castres,CAS,FRONT_ROW,1ère ligne,Angleterre,34.0,183.0,120.0,2025-2026,9,391.0,43.4,0,0,0,7.57,,,0.2,,,,0.0,0.0,,,1.02,0.2,,,,,lnr,76.0,73.4,0.564,0,0,25,15,100,25,1ère Ligne,1L,56,Moyenne,False,Basse,False,65,58.9,,,,,,,,,,,,64.5,True
lnr_603,603,geoffrey-palis,G. Palis,Castres,CAS,FULLBACK,Arrière,France,34.0,188.0,96.0,2025-2026,9,455.0,50.6,1,0,0,3.87,,,0.0,,,,0.35,0.18,,,1.41,0.18,,,,,lnr,53.7,61.2,0.537,27,11,19,61,34,15,Arrière,ARR,54,Moyenne,False,Moyenne,False,30,12.1,,,,,,,,,,,,65.3,True
lnr_2989,2989,adam-vargas,Adam Vargas,Castres,CAS,WINGER,Ailier,France,25.0,180.0,80.0,2025-2026,9,703.0,78.1,0,0,0,5.01,,,0.11,,,,0.8,0.57,,,1.14,0.23,,,,,lnr,68.5,68.7,0.845,50,35,21,52,100,20,Ailier,AIL,84,Haute,False,Moyenne,False,22,45.0,,,,,,,,,,,,68.7,False
lnr_595,595,aurelien-azar,A. Azar,Castres,CAS,FRONT_ROW,1ère ligne,France,31.0,188.0,126.0,2025-2026,8,452.0,56.5,0,0,0,7.79,,,0.53,,,,0.18,0.0,,,0.0,0.0,,,,,lnr,80.6,76.9,0.652,51,0,0,17,100,27,1ère Ligne,1L,65,Moyenne,False,Moyenne,False,38,76.1,,,,,,,,,,,,71.7,True
lnr_591,591,adrea-cocagi,Adrea Cocagi,Castres,CAS,CENTRE,Centre,Fidji,32.0,185.0,109.0,2025-2026,8,510.0,63.8,0,0,0,9.88,,,0.31,,,,0.0,0.47,,,0.0,0.0,,,,,lnr,58.7,63.6,0.566,0,30,0,100,100,23,Centre,CTR,57,Moyenne,False,Moyenne,False,63,18.8,,,,,,,,,,,,67.2,True
lnr_427,427,enzo-herve,Enzo Herve,Castres,CAS,FLY_HALF,Demi d'ouverture,France,27.0,176.0,90.0,2025-2026,8,417.0,52.1,0,0,0,4.41,,,0.0,,,,0.19,0.19,,,5.76,0.0,,,,,lnr,59.0,63.7,0.573,15,10,41,47,100,0,Ouvreur,10,57,Moyenne,False,Moyenne,False,32,15.8,,,,,,,,,,,,70.6,True
lnr_592,592,quentin-walcker,Quentin Walcker,Castres,CAS,FRONT_ROW,1ère ligne,France,30.0,181.0,109.0,2025-2026,8,421.0,52.6,1,0,0,9.31,,,0.0,,,,0.19,0.0,,,0.0,0.0,,,,,lnr,63.8,66.3,0.608,54,0,0,31,50,0,1ère Ligne,1L,61,Moyenne,False,Moyenne,False,136,13.7,,,,,,,,,,,,67.7,True
lnr_585,585,levan-chilachava,L. Chilachava,Castres,CAS,FRONT_ROW,1ère ligne,Géorgie,34.0,188.0,133.0,2025-2026,7,177.0,25.3,2,0,0,6.33,,,0.0,,,,0.0,0.45,,,0.0,0.0,,,,,lnr,41.4,62.7,0.255,0,38,0,4,0,0,1ère Ligne,1L,26,Basse,True,Basse,False,147,7.0,79.5,GEORG,27,cluster_0,56.0,50.2,50.0,95.2,85.8,62.3,92.2,63.7,True
lnr_2596,2596,nathanael-hulleu,N. Hulleu,Castres,CAS,WINGER,Ailier,France,25.0,178.0,86.0,2025-2026,7,466.0,66.6,0,0,0,3.78,,,0.0,,,,0.86,0.34,,,3.43,0.69,,,,,lnr,70.4,70.3,0.56,54,21,65,33,100,39,Ailier,AIL,56,Moyenne,False,Moyenne,False,16,62.5,,,,,,,,,,,,69.8,True
lnr_2677,2677,remy-baget,Remy Baget,Castres,CAS,WINGER,Ailier,France,28.0,182.0,89.0,2025-2026,6,387.0,64.5,0,0,0,3.72,,,0.62,,,,0.21,1.24,,,1.03,0.21,,,,,lnr,69.9,70.0,0.465,13,77,19,32,100,52,Ailier,AIL,46,Moyenne,False,Basse,False,18,57.5,,,,,,,,,,,,63.7,True
