Age,Height in cm,Weight in kg,Tries_avg,Try Assists_avg,Clean Breaks_avg,Defenders Beaten_avg,Meters Run_avg,Offload_avg,Passes_avg,Runs_avg,Missed Tackles_avg,Tackles_avg,Turnovers Conceded_avg,Penalties Conceded_avg,Yellow Cards_avg,RucksWon_avg,ScrumsRatio_avg,Tackle Ratio_avg,Lineouts Won_avg,Conversion Goals_avg,Penalty Goals_avg,Drop Goals Converted_avg,name,matches_intl,position_naim,sub_caps,is_forward,team_code,cluster,axis_course,axis_distrib,axis_kicking,axis_physique,axis_rigueur,axis_danger,axis_melee,rating_intl,photo_url,position_label,team
32.0,175.26,81.65,94.23611111111113,82.31381466742471,90.0909090909091,100.0,100.0,100.0,68.3508028157086,100.0,62.49564080209242,71.48363993821094,50.0,89.1059234556138,50.0,92.17213114754101,96.22790904743843,96.63476754529707,52.218106995884774,50.0,50.0,50.0,B DULIN,12,FB,2.0,0,FRA,cluster_1,97.6,88.1,50.0,95.3,64.7,91.8,96.2,83.1,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Arrière,France
23.0,185.42,85.73,67.69444444444444,100.0,76.72727272727273,79.73233258758532,74.59973175297785,66.34899328859062,77.49467363453248,78.49339207048463,90.61083260680037,84.28240415671958,51.0,89.1059234556138,100.0,94.06876138433508,92.98316487212892,90.54422576000259,50.73936899862825,85.36049334120581,75.80496142652574,100.0,R NTAMACK,36,FH,5.0,0,FRA,cluster_1,77.4,82.2,86.8,91.6,76.4,80.6,93.0,83.0,https://www.lequipe.fr/_medias/img-sportif-rugby/9577/100,Ouvreur,France
29.0,180.34,118.84,50.0,50.0,55.93939393939394,52.58542022500742,50.80107674636563,50.0,50.252244712243424,53.45374449339208,62.49564080209242,62.18929925572253,89.11111111111109,50.0,50.0,94.75409836065576,90.7762956123139,92.2117140315558,50.0,50.0,50.0,50.0,D ALDEGHERI,9,P,6.0,1,FRA,cluster_1,55.9,50.0,50.0,89.5,51.0,55.5,85.5,59.1,https://www.lequipe.fr/_medias/img-sportif-rugby/7196/100,Pilier,France
33.0,177.8,114.76,55.58771929824561,50.0,52.81339712918661,51.83700910724211,52.055394283438126,58.604733309784535,53.28581927790767,62.26988175284027,74.6624489514982,74.1059431333565,94.84210526315788,53.55683157393242,61.31578947368421,93.08494783904636,93.92920582146759,91.19648129310335,50.0,50.0,50.0,50.0,R SLIMANI,38,P,22.0,1,FRA,cluster_1,61.4,64.7,50.0,88.2,58.7,58.6,88.7,65.6,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Pilier,France
28.0,190.5,99.79,67.96666666666667,64.91406830804219,84.53986013986015,91.16784512127195,83.77462805253856,82.19494062983998,60.86204537798962,90.5522738054897,71.91543156059286,85.69589405118123,71.35384615384616,76.87103749038002,88.69230769230771,93.63573214781893,93.56708297782134,93.76592269207492,50.10237416904084,50.0,50.0,50.0,G FICKOU,65,C,19.0,0,FRA,cluster_1,87.6,71.9,50.0,93.7,77.3,76.9,93.6,77.5,https://www.lequipe.fr/_medias/img-sportif-rugby/6636/100,Centre,France
34.0,187.96,109.77,50.0,50.0,50.0,50.0,53.15423968881466,50.0,50.28377530127384,58.54801762114539,59.37173060156932,65.08425782895661,81.625,75.488327775131,100.0,89.66188524590164,90.81784754398404,96.43288543471137,64.97222222222223,50.0,50.0,50.0,C MAYNADIER,8,H,7.0,1,FRA,cluster_1,52.7,50.0,50.0,91.3,69.8,50.0,86.6,63.9,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Talonneur,France
29.0,182.88,115.67,57.58333333333333,54.61625923820353,53.81818181818182,63.85046549111117,59.15516281560718,93.59731543624169,56.05387309384202,80.78766519823793,62.49564080209242,84.34770397416096,81.33333333333334,61.0925837700492,100.0,93.2007197121151,93.4167012865736,98.684615666439,50.0,50.0,50.0,50.0,C BAILLE,42,P,11.0,1,FRA,cluster_1,94.8,100.0,50.0,93.7,66.4,83.5,88.2,79.6,https://www.lequipe.fr/_medias/img-sportif-rugby/6874/100,Pilier,France
25.0,195.58,104.78,55.30833333333333,50.0,58.01818181818182,53.49031730376002,57.209690717290655,50.0,52.38371253070029,61.190132158590316,63.12042284219704,79.0714787248982,90.2,86.92710814673653,100.0,89.74115616911124,93.06821268548883,96.9869080473785,50.0,50.0,50.0,50.0,D CRETIN,20,FL,6.0,1,FRA,cluster_1,56.3,50.0,50.0,91.4,88.1,53.1,88.0,68.1,https://www.lequipe.fr/_medias/img-sportif-rugby/9001/100,Flanker,France
33.0,190.5,102.97,50.0,90.81745010622066,95.01435406698565,100.0,86.11169648748219,100.0,61.94843373784608,100.0,79.59493874179785,100.0,79.36842105263158,62.15741831950049,100.0,93.12338222605698,94.25207824745964,96.08591021250791,50.0,50.0,50.0,50.0,K GOURDON,19,FL,1.0,1,FRA,cluster_1,100.0,100.0,50.0,91.8,73.6,100.0,89.2,90.3,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Flanker,France
26.0,193.04,104.78,62.25,57.45703415402108,62.33566433566434,61.63439101253338,67.51585116572538,95.27413526071251,56.98523818520232,85.38759742460189,100.0,100.0,81.15384615384616,64.8037527027522,100.0,92.00478142076493,91.59348360182696,91.32813901434959,50.0,50.0,50.0,50.0,A JELONCH,26,FL,4.0,1,FRA,cluster_1,74.1,92.8,50.0,87.9,75.4,66.0,86.5,77.8,https://www.lequipe.fr/_medias/img-sportif-rugby/8301/100,Flanker,France
36.0,182.88,108.86,72.35087719298245,50.0,66.88038277511961,56.73570005988776,65.30478204898543,68.930413281526,55.3170530133415,83.70127521446796,96.36540402881664,95.90233482878664,72.92105263157895,62.15741831950049,100.0,93.81520119225044,94.56381714152091,90.74487868912342,91.15172189733593,50.0,50.0,50.0,G GUIRADO,38,H,24.0,1,FRA,cluster_1,92.4,70.1,50.0,88.4,56.9,77.0,90.4,77.2,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Talonneur,France
37.0,193.04,117.93,59.65151515151515,55.87523903044085,79.15702479338843,98.65290787059416,98.50155573450078,100.0,59.35598569048311,100.0,90.89482444321158,91.88686471511922,50.0,62.36591739212032,77.72727272727273,93.62634256642171,95.307844206411,90.26473282383672,50.403292181069965,50.0,50.0,50.0,L PICAMOLES,33,N8,20.0,1,FRA,cluster_1,100.0,91.8,50.0,69.0,50.0,94.6,86.6,80.2,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,N°8,France
25.0,182.88,106.59,50.0,77.69755542922117,57.63636363636364,66.6205585893334,63.56108492061815,100.0,55.513348710463255,71.31453744493395,66.06582388840454,83.69470579974724,93.0,90.66222010481181,100.0,92.4590163934426,92.65998318136101,97.50305716037208,75.66666666666667,50.0,50.0,50.0,G BARLOT,7,H,0.0,1,FRA,cluster_1,83.7,100.0,50.0,92.9,85.4,79.3,88.5,89.0,https://www.lequipe.fr/_medias/img-sportif-rugby/9917/100,Talonneur,France
30.0,185.42,97.98,83.17708333333334,86.35304150085278,100.0,100.0,100.0,100.0,58.08759608630457,100.0,86.31545608108108,71.25509057716614,50.0,75.488327775131,77.03125,91.82589033352177,96.72538596729635,84.77739140551073,50.2079475308642,50.0,50.0,50.0,V VAKATAWA,32,W,1.0,0,FRA,cluster_1,100.0,88.4,50.0,86.8,65.7,92.1,96.7,85.7,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Ailier,France
32.0,180.34,109.77,50.0,50.0,55.93939393939394,60.34168090002967,60.01345932957037,57.266219239373605,51.76571298570393,67.95947136563879,62.49564080209242,65.23662406965315,72.77777777777777,85.47456460748505,100.0,100.0,88.60943932373682,96.34112083899063,63.308641975308646,50.0,50.0,50.0,A PELISSIE,9,H,6.0,1,FRA,cluster_1,74.0,54.5,50.0,94.4,70.2,55.8,84.4,68.7,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Talonneur,France
29.0,182.88,109.77,50.0,50.0,55.09090909090909,53.32411171786668,54.52036164020605,59.342281879194644,51.945887780163496,63.02555066079297,66.06582388840454,65.149557646398,88.33333333333331,71.98666031443544,100.0,95.51912568306015,91.06562017357277,88.5353949154923,50.0,50.0,50.0,50.0,D PRISO,21,P,11.0,1,FRA,cluster_1,67.3,65.3,50.0,87.0,75.0,55.4,85.8,73.7,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Pilier,France
22.0,182.88,96.62,64.15555555555554,62.92552586696988,64.25454545454545,73.26878202506677,78.75865519452606,93.59731543624169,56.96195405791832,78.18255506607935,92.48517872711425,74.13481252633059,80.4,91.28473876449102,100.0,89.23707440100881,87.88683821001992,88.54178836729879,50.0,50.0,50.0,50.0,Y MOEFANA,15,C,1.0,0,FRA,cluster_1,73.7,75.5,50.0,88.7,88.9,66.1,87.9,74.0,https://www.lequipe.fr/_medias/img-sportif-rugby/10137/100,Centre,France
30.0,200.66,125.65,57.58333333333333,50.0,55.72727272727273,55.81719550626669,58.06798723125385,54.67114093959732,52.43235972520439,74.42290748898682,87.48692240627727,100.0,73.75,60.314435445450194,100.0,94.03157255616264,94.12507351284208,91.44519484875622,50.0,50.0,50.0,50.0,P WILLEMSE,28,L,4.0,1,FRA,cluster_1,73.4,51.3,50.0,88.1,61.2,67.5,88.4,67.9,https://www.lequipe.fr/_medias/img-sportif-rugby/7506/100,2e Ligne,France
30.0,182.88,85.73,59.65151515151515,50.0,59.71900826446282,62.692062922763704,76.9817213207696,67.8352654057352,54.746786857671566,77.12759311173411,70.4474122216058,55.9838378164456,68.81818181818183,88.11555286066955,50.0,91.25931445603564,99.14712111968365,64.68233531532377,50.0,50.0,50.0,50.0,A BOUTHIER,11,FB,2.0,0,FRA,cluster_1,69.2,58.5,50.0,72.4,71.9,58.1,99.1,62.2,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Arrière,France
29.0,185.42,126.55,50.0,50.0,53.34090909090909,51.454298876566675,53.90524913853244,54.08724832214766,51.2769888557323,68.2616740088106,71.08639385353095,87.71064457239154,87.75,50.0,50.0,93.37704918032787,97.67576302207857,95.461969120986,50.0,50.0,50.0,50.0,M HAOUAS,16,P,1.0,1,FRA,cluster_1,68.3,54.2,50.0,91.4,50.3,50.9,92.4,61.5,https://www.lequipe.fr/_medias/img-sportif-rugby/8731/100,Pilier,France
28.0,190.5,106.59,54.24666666666666,50.0,54.27636363636364,65.8227717770454,58.79582267509461,63.0791946308725,52.17939431378313,64.17416740088107,78.49006102877074,88.61570004212895,92.16,76.46879466412577,70.60000000000002,94.18032786885244,92.00844889277296,94.26053626031828,50.0,50.0,50.0,50.0,F CROS,25,FL,1.0,1,FRA,cluster_1,61.3,57.0,50.0,90.8,77.7,56.7,86.9,67.6,https://www.lequipe.fr/_medias/img-sportif-rugby/8445/100,Flanker,France
33.0,193.04,112.94,59.65151515151515,50.0,54.85950413223141,64.80740674322429,65.8394720304113,67.8352654057352,54.54040482038151,80.51854225070089,80.67111833240868,74.93265756852333,68.81818181818183,64.34665858200873,100.0,90.96721311475413,94.67663693175258,89.46183497978994,50.60493827160494,50.0,50.0,50.0,L GOUJON,11,FL,9.0,1,FRA,cluster_1,70.1,61.9,50.0,86.3,70.0,59.3,89.6,68.6,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Flanker,France
34.0,175.26,86.64,50.0,77.69755542922117,62.72727272727274,62.18840963217783,62.874447709447615,78.02684563758392,100.0,70.4264317180617,74.99128160418485,68.54514815334926,62.66666666666667,93.77481340320787,100.0,93.12338222605698,93.02738973507604,86.31898754164341,50.31687242798354,66.1647969559798,100.0,50.0,M MACHENAUD,21,SH,14.0,0,FRA,cluster_1,64.6,80.9,72.4,88.3,82.8,62.7,93.0,79.2,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Demi de mêlée,France
27.0,177.8,86.64,66.33333333333333,57.45703415402108,76.72727272727273,92.9577514308925,91.03977792919298,87.72844605059376,59.3427560727081,80.36638427651648,60.09263295553618,54.43034146025299,64.19230769230771,87.42991167955435,100.0,92.89508196721305,90.98460929642029,80.91319818343557,50.51187084520418,87.53652370066466,100.0,100.0,T RAMOS,26,FB,9.0,0,FRA,cluster_1,85.3,70.9,95.7,84.4,81.0,73.3,91.0,81.0,https://www.lequipe.fr/_medias/img-sportif-rugby/7403/100,Arrière,France
34.0,185.42,89.81,50.0,69.38828880045482,76.72727272727273,63.96126921504006,83.16457729953704,76.158389261745,54.54040482038151,82.32704845814982,53.748692240627726,56.03370313158265,80.4,86.92710814673653,100.0,97.1926229508197,94.5990733259683,97.53406058336066,50.0,50.0,50.0,50.0,B FALL,10,FB,2.0,0,FRA,cluster_1,76.5,70.3,50.0,97.4,87.3,64.5,94.6,71.2,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Arrière,France
23.0,187.96,109.77,50.0,50.0,52.54545454545455,51.10803723928889,51.88825233071898,53.11409395973155,51.837782903487756,59.47312775330398,67.85091543156061,79.51551748349952,95.33333333333331,68.87406701603936,100.0,91.36885245901622,93.16414661895894,94.58463851854714,50.0,50.0,50.0,50.0,J GROS,21,P,9.0,1,FRA,cluster_1,58.0,52.6,50.0,90.2,77.0,50.0,87.9,72.2,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Pilier,France
35.0,182.88,92.99,73.59259259259258,100.0,100.0,100.0,100.0,100.0,69.92733226722997,100.0,62.49564080209242,77.42592332537565,51.0,85.47456460748505,100.0,93.73406193078337,96.45198168637087,97.30974712715435,50.0,50.0,50.0,50.0,W FOFANA,9,C,1.0,0,FRA,cluster_1,100.0,95.8,50.0,96.3,75.0,92.8,96.5,90.2,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Centre,France
26.0,175.26,84.82,76.54166666666666,100.0,100.0,100.0,90.85491406464709,100.0,100.0,94.81233480176218,82.80105710549262,78.56867013059966,53.04166666666667,85.02064475146895,100.0,93.35879284649783,93.08305739472985,90.72364095164794,50.69315843621399,50.0,50.0,50.0,A DUPONT,48,SH,10.0,0,FRA,cluster_1,96.4,100.0,50.0,91.5,75.7,93.6,93.1,93.4,https://www.lequipe.fr/_medias/img-sportif-rugby/7776/100,Demi de mêlée,France
30.0,180.34,84.82,61.79629629629629,71.54254311161645,79.6969696969697,70.68336180005934,73.49825122672512,57.266219239373605,52.270202410190755,66.57797356828196,74.99128160418485,60.97036933015026,72.77777777777777,85.47456460748505,100.0,91.67008196721312,93.8234372681254,82.20325545827677,50.0,50.0,50.0,50.0,V RATTEZ,9,W,3.0,0,FRA,cluster_1,72.5,62.6,50.0,85.0,83.7,70.6,93.8,68.7,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Ailier,France
31.0,182.88,91.63,50.0,50.0,62.33566433566434,53.57981261924104,61.09183187275487,60.060918946825,79.68726228710987,64.82453405625213,81.71970357454231,59.28262020243484,84.92307692307692,94.97196467182172,100.0,91.62444113263788,89.13436473662041,70.43847813780864,50.51187084520418,69.58427323512936,87.61047009534114,50.0,J PLISSON,13,FH,7.0,0,FRA,cluster_1,60.5,58.5,69.5,76.6,92.1,53.8,89.1,67.5,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Ouvreur,France
32.0,185.42,89.81,89.8125,50.0,76.72727272727273,61.63439101253338,84.84683846690488,66.34899328859062,55.95928132675075,75.64405286343617,87.48692240627727,58.227776997612715,69.375,91.82944259171032,100.0,93.6065573770493,89.0034131943872,65.5999812725315,50.83179012345679,50.0,50.0,50.0,H BONNEVAL,8,FB,2.0,0,FRA,cluster_1,74.6,58.0,50.0,73.8,84.7,70.1,89.0,67.2,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Arrière,France
25.0,182.88,115.67,59.65151515151515,50.0,50.0,58.46137528184246,58.41130583683911,61.890176937156824,51.23829222374041,64.12895474569486,70.4474122216058,69.4474729034482,82.18181818181819,50.0,100.0,88.70342771982119,86.73694419419681,88.72465939416641,50.0,50.0,50.0,50.0,S FALATEA,11,P,1.0,1,FRA,cluster_1,71.7,70.1,50.0,85.1,61.6,69.2,81.5,68.6,https://www.lequipe.fr/_medias/img-sportif-rugby/9838/100,Pilier,France
26.0,177.8,84.82,57.58333333333333,63.84877771461058,65.27272727272728,68.28261444826674,62.187810498277074,50.0,66.21573150136254,68.20616740088109,82.13164777680909,71.54893975565231,82.5,90.66222010481181,100.0,94.18032786885244,94.5638171415209,90.436980570882,50.950617283950606,65.15449714623107,60.477202383702185,50.0,A BELLEAU,14,FH,7.0,0,FRA,cluster_1,66.0,58.1,58.8,91.5,89.5,63.6,94.6,67.3,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Ouvreur,France
30.0,200.66,119.75,50.0,50.0,50.0,63.96126921504006,56.00807559774221,76.158389261745,52.49722265120983,73.62361233480179,83.73823016564955,65.35851706221037,90.2,80.3906622201048,100.0,88.15573770491802,88.00616683430344,88.29407167578432,50.0,50.0,50.0,50.0,P JEDRASIAK,10,L,8.0,1,FRA,cluster_1,73.3,76.2,50.0,84.1,79.4,61.0,82.4,77.7,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,2e Ligne,France
33.0,187.96,102.97,54.6159420289855,50.0,63.94466403162056,62.14023410003483,60.08311817708042,72.74642544499567,53.45465584159463,76.75901168358556,87.48692240627727,94.11996361038692,70.17391304347825,65.89680386105185,100.0,95.51912568306022,95.20234581540173,92.87165976336814,50.0,50.0,50.0,50.0,W LAURET,23,FL,3.0,1,FRA,cluster_1,68.8,65.8,50.0,90.1,71.2,59.5,90.1,69.6,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Flanker,France
36.0,185.42,89.81,50.0,84.21462729492026,62.57754010695186,62.318766954447106,66.04509600808804,69.23410975128309,72.30140014716801,74.13557916558699,61.02556541361096,69.03681736702546,71.17647058823529,92.31006361572737,100.0,91.67008196721312,90.57546127590814,92.06109032645857,50.0,62.48017412042561,64.38047385998338,100.0,F TRINH-DUC,17,FH,25.0,0,FRA,cluster_1,66.3,76.0,75.0,91.9,85.6,64.3,90.6,75.7,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Ouvreur,France
26.0,182.88,123.83,76.54166666666666,50.0,55.34545454545454,61.63439101253338,59.55284020041014,59.809395973154366,51.816161928152596,61.190132158590316,57.49738448125545,66.72981322847913,87.75,70.58599333015721,100.0,92.61839708561027,87.61834880538197,96.72797158565662,75.61913580246913,50.0,50.0,50.0,P MAUVAKA,20,H,6.0,1,FRA,cluster_1,69.6,57.6,50.0,92.4,70.7,75.9,83.3,73.1,https://www.lequipe.fr/_medias/img-sportif-rugby/9130/100,Talonneur,France
25.0,203.2,109.77,78.3111111111111,50.0,67.81818181818181,63.96126921504006,64.09895073603506,67.43892617449667,54.54040482038151,75.69585903083706,77.49040976460333,100.0,83.66666666666667,65.13895505796408,100.0,91.23497267759556,85.78267680182037,95.49514493365605,50.0,50.0,50.0,50.0,T FLAMENT,15,L,0.0,1,FRA,cluster_1,90.8,66.9,50.0,90.2,68.6,100.0,80.2,76.6,https://www.lequipe.fr/_medias/img-sportif-rugby/11095/100,2e Ligne,France
24.0,182.88,85.73,59.23188405797101,100.0,80.21343873517787,91.47913317511902,75.39064991741495,81.27633498686902,66.6810524922712,75.13725339973189,80.96745763996819,64.78614996672427,76.56521739130434,94.31613397684194,100.0,92.37295081967217,93.70709185944895,81.96286820360432,50.0,85.0530107904127,69.13228261371702,100.0,M JALIBERT,23,FH,4.0,0,FRA,cluster_1,80.6,87.2,84.4,85.0,88.5,82.1,93.7,86.0,https://www.lequipe.fr/_medias/img-sportif-rugby/9569/100,Ouvreur,France
25.0,175.26,83.91,65.16666666666666,63.84877771461058,76.72727272727273,61.63439101253338,72.31570936304252,68.68456375838929,76.9181142922618,64.20969162995597,58.03291194420228,61.36216823479849,86.0,85.99333015721771,100.0,92.71982116244415,93.01254502583505,96.32965026452551,50.0,50.0,50.0,50.0,B COUILLOUD,14,SH,4.0,0,FRA,cluster_1,68.6,67.8,50.0,95.3,89.1,66.7,93.0,75.9,https://www.lequipe.fr/_medias/img-sportif-rugby/8519/100,Demi de mêlée,France
27.0,177.8,100.7,55.738738738738746,50.0,55.77886977886978,66.97992201829197,60.74958390731175,65.9071286051152,52.4542728758819,69.82636028098585,64.1842409104833,74.0162139389776,78.81081081081079,82.33392992802234,80.13513513513513,93.67827868852459,95.76252741273271,95.44989196236915,70.14280947614282,50.0,50.0,50.0,C CHAT,37,H,25.0,1,FRA,cluster_1,80.0,65.3,50.0,91.8,65.2,64.4,91.6,72.4,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Talonneur,France
29.0,198.12,113.85,92.46666666666668,56.46276293348494,82.07272727272728,67.83939955255119,83.64522334735642,100.0,58.39974891770579,95.38220264317192,78.73997384481257,100.0,51.0,50.0,51.0,91.1334087054833,94.96014528392969,96.67960358176308,50.0,50.0,50.0,50.0,C OLLIVON,30,FL,4.0,1,FRA,cluster_1,93.5,96.5,50.0,91.6,50.0,93.2,89.9,79.3,https://www.lequipe.fr/_medias/img-sportif-rugby/6949/100,Flanker,France
36.0,187.96,96.62,60.61666666666667,100.0,100.0,100.0,100.0,100.0,67.93459904050697,100.0,72.49215344376637,63.712961662687825,50.0,86.92710814673653,100.0,89.76229508196717,93.90100087390972,89.56889367479752,53.32716049382715,50.0,50.0,50.0,S SPEDDING,10,FB,0.0,0,FRA,cluster_1,100.0,95.5,50.0,89.6,75.2,89.3,93.9,85.6,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Arrière,France
30.0,180.34,116.57,52.7938596491228,50.0,54.220095693779896,54.898690952645644,57.17806926677623,63.76757329565526,52.867624097083066,77.64813354973342,70.7164571192585,84.35457763915477,83.23684210526315,56.99706627215965,80.65789473684211,93.57178340784895,94.02322231332735,94.72163161478716,50.0,50.0,50.0,50.0,J POIROT,38,P,4.0,1,FRA,cluster_1,83.0,75.0,50.0,90.9,60.0,60.3,88.8,70.5,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Pilier,France
35.0,190.5,96.62,83.78030303030303,67.62571709132257,96.16528925619836,93.36454831944259,84.30064977620103,85.67053081147046,54.437213801736476,77.41017220664801,75.55926527700724,61.71834905720596,68.81818181818183,91.08666464550218,66.5909090909091,96.7909836065574,96.38303625900707,83.98157685284892,50.907407407407405,50.0,50.0,50.0,Y HUGET,22,W,8.0,0,FRA,cluster_1,87.7,73.7,50.0,87.7,76.7,85.2,96.4,78.7,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Ailier,France
31.0,175.26,78.02,50.0,50.0,50.0,52.90859775313334,51.502018899435555,66.34899328859062,76.10732771719368,53.88546255506608,54.685865300784656,54.113888498806354,93.875,100.0,100.0,91.77049180327869,95.14201856645838,75.69408680181658,50.0,50.0,50.0,50.0,S BEZY,8,SH,6.0,0,FRA,cluster_1,52.1,60.8,50.0,80.4,97.6,50.7,95.1,68.2,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Demi de mêlée,France
25.0,182.88,104.78,65.16666666666666,50.0,57.63636363636364,63.29644687146672,63.38942561782551,59.342281879194644,50.648629260054506,63.321585903083715,71.42109851787272,56.26878247437158,86.0,90.66222010481181,100.0,83.46994535519123,92.91852853397532,70.55526944145326,66.16049382716051,50.0,50.0,50.0,P BOURGARIT,7,H,4.0,1,FRA,cluster_1,76.0,56.6,50.0,70.3,81.1,70.1,88.7,73.1,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Talonneur,France
36.0,180.34,88.0,63.27083333333333,74.23536100056852,76.72727272727273,74.23831460944456,92.10659648084335,100.0,60.2159108458584,92.74008810572693,67.18150610287708,54.57098722089594,77.54166666666667,91.82944259171032,100.0,94.38114754098362,94.01734628258612,67.55762598124133,50.0,50.0,50.0,50.0,M MEDARD,24,FB,11.0,0,FRA,cluster_1,84.0,83.5,50.0,75.4,88.0,71.8,94.0,76.0,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Arrière,France
31.0,203.2,126.55,53.4247311827957,50.0,58.6217008797654,59.757876333092526,58.139973390489466,87.97185537995243,55.27272817850756,83.69072047747625,68.13883342239221,99.72054486729392,74.70967741935483,66.26350489480396,100.0,94.46721311475409,95.70712483717251,97.46666570628368,50.0,50.0,50.0,50.0,S VAHAAMAHINA,31,L,14.0,1,FRA,cluster_1,83.9,91.0,50.0,92.6,64.5,70.0,90.0,77.4,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,2e Ligne,France
27.0,195.58,107.95,56.24509803921568,61.40487576497342,62.57754010695186,55.47500753530983,64.20733170760218,57.69364390051324,52.270202410190755,62.43348017621148,67.64090466177754,71.61808073882553,85.58823529411767,65.39528627077317,100.0,89.896174863388,87.28223984698336,92.87053677006392,50.0,50.0,50.0,50.0,S MACALOU,17,FL,3.0,1,FRA,cluster_1,61.8,62.0,50.0,88.4,77.5,61.9,82.2,69.0,https://www.lequipe.fr/_medias/img-sportif-rugby/7598/100,Flanker,France
27.0,180.34,92.99,100.0,66.15690733371235,99.0,100.0,92.45706755737837,93.59731543624169,54.91877188874663,83.67400881057277,65.61955100261554,68.74104760567337,71.41666666666666,72.76480863903443,100.0,93.77868852459015,91.72921991194949,94.04700594597126,51.10905349794239,50.0,50.0,50.0,G VILLIERE,12,W,0.0,0,FRA,cluster_1,93.7,76.6,50.0,94.0,78.4,91.6,91.7,83.5,https://t4.ftcdn.net/jpg/00/65/10/47/360_F_65104718_x17a76wzWKIm3BlhA6uyYVkDs9982c6q.jpg,Ailier,France
