lnr_id,name,team,matches_verified,starter_rate,form_window,form_tackles_per80,form_line_breaks_per80,form_offloads_per80,form_turnovers_per80
12343,L. MICHAUX VARGAS,ASM Clermont,4,0.0,4,8.31,0.0,0.87,0.44
416,L. PAULOS ADLER,Aviron Bayonnais,12,0.417,5,7.44,0.0,0.0,0.31
1027,L. PENVERNE,Stade Rochelais,8,0.0,5,8.45,0.56,1.13,0.56
1779,L. PEYRESBLANQUES,Stade Français Paris,14,0.071,5,17.06,0.0,0.0,0.59
1911,L. TAGITAGIVALU,Racing 92,13,0.308,5,15.09,0.0,0.38,1.13
985,L. VEIVUKE,Stade Rochelais,19,0.421,5,9.14,1.02,1.02,1.27
68,L. ZARANTONELLO,Castres Olympique,10,0.0,5,13.03,0.0,0.0,0.0
1376,Lenni NOUCHI,Montpellier Hérault Rugby,14,0.929,5,11.11,0.44,0.89,0.0
1001,Leo AOUF,US Montauban,8,0.0,5,9.26,0.0,0.0,0.0
1829,Leo BARRE,Stade Français Paris,16,0.875,5,1.6,0.4,1.4,0.0
575,Leone NAKARAWA,Castres Olympique,3,0.0,3,4.21,0.0,4.21,0.0
1788,Lester ETIEN,Stade Français Paris,4,0.75,4,4.29,0.61,0.92,0.0
4957,Lewis BEAN,US Montauban,4,0.0,4,10.55,0.0,0.0,0.0
11810,Lohann GIL,RC Toulon,1,0.0,1,3.08,0.0,0.0,0.0
1428,Louis CARBONEL,Stade Français Paris,15,1.0,5,6.32,0.63,0.63,0.0
553,Louis LE BRUN,Castres Olympique,3,0.667,3,2.71,0.0,0.45,0.45
11950,Louis MARY,Union Bordeaux-Bègles,2,0.0,2,9.7,0.0,0.0,2.42
12576,Louis VERMEULEN,ASM Clermont,1,0.0,1,25.26,0.0,0.0,4.21
11838,Louka GUILHOT,Castres Olympique,6,0.0,5,5.77,0.0,0.0,0.72
1678,Loïc CREDOZ,Section Paloise,17,0.235,5,11.23,0.0,0.0,0.0
661,Lucas DESSAIGNE,ASM Clermont,9,0.222,5,20.74,0.0,0.0,0.0
2010,Lucas DUBOIS,USA Perpignan,7,0.857,5,2.33,0.47,0.47,0.0
2102,Lucas MARTIN,Aviron Bayonnais,16,0.062,5,8.32,0.4,0.79,0.79
1896,Lucas REY,Section Paloise,11,0.0,5,16.23,0.0,0.75,0.0
1341,Lucas SEYROLLE,US Montauban,11,0.0,5,6.03,0.0,0.0,0.55
2444,Lucas TAUZIN,ASM Clermont,9,0.667,5,2.4,0.6,0.3,0.3
2025,Lucas VELARTE,USA Perpignan,8,0.25,5,11.9,0.0,1.65,0.0
2417,Lucas VIGNERES,Stade Toulousain,2,0.5,2,14.25,0.0,0.0,0.0
937,Lucas ZAMORA,ASM Clermont,12,0.167,5,6.02,0.29,0.86,0.0
13461,Lucien RICHARDIS,Stade Toulousain,2,0.5,2,2.09,0.7,0.0,0.0
3505,Lucio SORDONI,US Montauban,8,0.375,5,7.93,0.0,0.0,0.0
454,Luka JAPARIDZE,Montpellier Hérault Rugby,11,0.0,5,12.58,0.0,0.0,0.0
2100,Luke TAGI,Aviron Bayonnais,5,0.0,5,8.0,0.0,1.2,0.0
1929,Luke WHITELOCK,Section Paloise,12,0.333,5,13.19,0.0,0.0,1.32
1401,Lyam AKRAB,Montpellier Hérault Rugby,2,0.0,2,5.33,0.0,1.07,0.0
2297,Léo AMETLLA,RC Toulon,10,0.0,5,11.27,0.0,0.0,1.69
11251,Léo BANOS,Stade Toulousain,15,0.467,5,6.84,0.0,0.59,0.0
1081,Léo BERDEU,LOU Rugby,14,0.429,5,6.82,0.72,1.43,0.0
1460,Léo COLY,Montpellier Hérault Rugby,12,0.083,5,3.87,1.29,2.58,0.0
1741,Léo MONIN,Stade Français Paris,1,0.0,1,1.9,0.0,0.0,0.0
1831,M. ALO EMILE,Stade Français Paris,15,0.0,5,10.05,0.0,0.39,0.77
3252,M. ARICETA MAESTRO,Aviron Bayonnais,6,0.0,5,10.28,1.47,0.0,0.0
2401,M. CASTRO FERREIRA,Stade Toulousain,9,0.333,5,6.89,0.0,0.0,0.3
323,M. DIABY,USA Perpignan,11,0.182,5,12.41,0.0,0.0,0.0
724,M. FEPULEA'I,Aviron Bayonnais,3,0.0,3,5.82,0.0,0.0,0.0
1123,M. GUILLARD,LOU Rugby,9,0.667,5,14.15,0.51,0.0,0.26
1025,M. HADDAD,Stade Rochelais,10,0.4,5,9.65,0.0,0.31,0.31
2384,M. HALAGAHU,RC Toulon,2,0.0,2,44.8,0.0,0.0,0.0
2407,M. HAWKES FAIMANIFO,Stade Toulousain,2,0.0,2,7.84,0.0,0.0,0.0
339,M. JALIBERT,Union Bordeaux-Bègles,11,0.909,5,5.64,1.08,3.25,0.0
10338,M. NONU,RC Toulon,10,0.1,5,12.46,0.0,0.0,0.0
1117,M. OKUYA,LOU Rugby,6,0.5,5,14.51,0.0,0.39,0.39
929,M. SARRAGALLET,LOU Rugby,8,0.125,5,23.93,0.0,0.0,0.0
12692,M. SHIOSHVILI,RC Toulon,1,1.0,1,6.56,0.0,0.0,0.0
1378,M. UHILA,Montpellier Hérault Rugby,2,0.0,2,13.13,0.0,1.19,1.19
299,Madosha TAMBWE,Union Bordeaux-Bègles,5,0.6,5,3.92,0.3,0.91,0.0
11742,Mael CASTEL,US Montauban,5,0.0,5,3.45,0.58,0.0,0.0
1441,Marco TAULEIGNE,Montpellier Hérault Rugby,10,0.2,5,8.13,0.43,0.86,0.0
1745,Marcos KREMER,ASM Clermont,7,0.857,5,13.56,0.0,0.45,0.23
2291,Marius DOMON,RC Toulon,13,0.385,5,1.18,0.89,0.0,0.3
3607,Marko GAZZOTTI,Union Bordeaux-Bègles,11,0.364,5,12.2,0.0,1.02,0.0
2122,Martin MELIANDE,LOU Rugby,11,0.636,5,3.22,0.81,0.6,0.0
2495,Martin PAGE RELO,Union Bordeaux-Bègles,9,0.556,5,3.4,0.0,0.62,0.0
12404,Mateo CARRERAS,Aviron Bayonnais,7,0.857,5,4.49,1.0,0.75,0.0
11027,Mateo GARCIA,RC Toulon,8,0.5,5,4.02,0.47,0.24,0.0
599,Mathieu BABILLOT,Castres Olympique,12,0.667,5,10.78,0.0,1.04,0.35
1780,Mathieu HIRIGOYEN,Stade Français Paris,15,0.333,5,13.22,0.0,0.33,0.0
2361,Mathieu SMAILI,RC Toulon,9,0.778,5,4.8,0.4,0.2,0.0
2342,Mathieu TANGUY,USA Perpignan,18,0.278,5,8.26,0.0,0.85,0.0
395,Mathis FERTE,RC Toulon,17,0.706,5,5.29,0.62,0.0,0.0
13642,Mathis GIL,Stade Toulousain,1,0.0,1,0.0,0.0,0.0,0.0
1751,Mathis IBO,Stade Français Paris,1,0.0,1,10.0,0.0,5.0,0.0
648,Mathys BELAUBRE,ASM Clermont,2,1.0,2,5.57,0.0,0.51,0.0
1967,Mathys LOTRIAN,USA Perpignan,11,0.0,5,11.78,0.0,0.0,0.0
655,Mathéo FRISACH,ASM Clermont,2,0.5,2,11.03,0.0,0.0,0.0
12340,Matias REMUE,Stade Toulousain,2,1.0,2,0.5,1.0,0.5,0.0
2671,Matis PERCHAUD,Union Bordeaux-Bègles,18,0.111,5,12.73,0.0,1.82,0.45
2437,Matthis LEBEL,Stade Toulousain,12,0.75,5,1.25,1.25,0.62,0.0
2383,Mattéo LE CORVEC,USA Perpignan,12,0.25,5,10.18,0.35,0.0,0.35
12441,Matéo GRACIEUX,RC Toulon,2,1.0,2,1.7,0.57,0.57,0.0
2198,Max SPRING,Racing 92,12,0.667,5,4.96,1.24,0.41,0.21
1961,Maxim GRANELL,USA Perpignan,8,1.0,5,7.14,0.43,0.43,0.0
2197,Maxime BAUDONNE,Racing 92,18,0.611,5,13.87,0.36,1.42,0.0
158,Maxime ESPEUT,US Montauban,15,0.8,5,7.84,0.21,1.24,0.0
1128,Maxime GOUZOU,LOU Rugby,2,0.0,2,5.93,0.0,0.0,0.0
349,Maxime LAMOTHE,Union Bordeaux-Bègles,14,0.214,5,15.37,0.31,0.0,0.31
331,Maxime LUCU,Union Bordeaux-Bègles,7,1.0,5,6.4,0.8,0.4,0.0
2640,Maxime MACHENAUD,Aviron Bayonnais,4,0.25,4,6.15,0.0,1.68,0.0
1330,Maxime MATHY,US Montauban,10,0.3,5,5.52,1.38,0.0,0.69
12733,Maxwell HICKS,USA Perpignan,15,0.733,5,8.58,0.0,0.0,0.5
12362,Mayron FAHY,USA Perpignan,1,0.0,1,0.0,0.0,0.0,0.0
350,Maël MOUSTIN,Montpellier Hérault Rugby,9,0.889,5,4.24,1.7,1.7,0.0
2479,Melvyn JAMINET,RC Toulon,11,0.727,5,1.22,0.61,0.61,0.0
864,Melvyn RATES,Montpellier Hérault Rugby,2,0.5,2,6.36,0.91,0.0,0.0
1901,Mickael CAPELLI,Section Paloise,11,0.091,5,15.15,0.39,0.39,0.39
1446,Mohamed HAOUAS,Montpellier Hérault Rugby,8,0.0,5,12.73,0.0,0.0,0.0
11734,Monty IOANE,LOU Rugby,9,0.778,5,2.29,0.51,1.02,0.0
938,N. BOLLENGIER,Stade Rochelais,3,0.333,3,2.61,0.0,0.0,0.43
1013,N. DELLA SCHIAVA,USA Perpignan,4,0.25,4,7.89,0.0,1.05,0.0
304,N. DEPOORTERE,Union Bordeaux-Bègles,12,0.833,5,8.05,1.15,0.46,0.0
2596,N. HULLEU,Castres Olympique,7,0.714,5,3.76,1.07,0.54,0.0
1749,N. KANIKA-BILONDA,US Montauban,15,0.333,5,8.83,0.0,0.0,0.0
239,N. MAAFU,US Montauban,15,0.2,5,12.95,0.0,1.0,0.0
1771,N. NENE,Stade Français Paris,10,0.8,5,7.65,0.66,0.44,0.22
1784,N. ROELOFSE,USA Perpignan,9,0.0,5,6.76,0.56,0.0,0.0
479,N. SOMKHISVHILI,US Montauban,3,0.0,3,14.12,0.0,0.0,0.78
965,N. SUTIDZE,Stade Rochelais,11,0.0,5,6.42,0.0,0.99,0.0
11682,N. TRAVERSIER,Aviron Bayonnais,1,0.0,1,13.33,0.0,0.0,0.0
1805,Nadir MEGDOUD,Aviron Bayonnais,1,1.0,1,6.0,1.0,0.0,0.0
12751,Naoto SAITO,Stade Toulousain,9,0.111,5,3.61,0.0,0.0,0.0
1902,Nathan DECRON,Section Paloise,10,0.8,5,12.13,0.0,0.0,1.06
13744,Nathan HUGHES,Racing 92,18,0.056,5,14.12,0.0,1.09,0.36
2502,Nelson EPEE,Stade Toulousain,1,0.0,1,10.67,5.33,5.33,0.0
1888,Nicolas CORATO,Castres Olympique,11,0.0,5,12.03,0.0,0.0,0.0
12541,Nika ABULADZE,Montpellier Hérault Rugby,5,0.0,5,10.63,0.0,0.51,0.0
3060,Nikoloz NARMANIA,RC Toulon,3,0.0,3,10.32,0.0,0.0,0.0
2120,Noa ZINZEN,Racing 92,7,0.0,5,15.86,0.0,0.0,0.0
13792,Noam MOREAU,RC Toulon,1,0.0,1,13.33,0.0,0.0,0.0
13419,Nolann DONGUY,Racing 92,2,1.0,2,5.63,1.13,0.0,0.0
2196,Nolann LE GARREC,Stade Rochelais,11,0.818,5,5.87,1.12,0.84,0.0
13550,Nolhann COUILLAUD,Stade Rochelais,4,0.5,4,6.01,0.0,0.0,0.0
2167,O. KLEMENCZAK,Section Paloise,1,0.0,1,9.41,0.0,0.0,0.0
2317,Oliver COWIE,RC Toulon,11,0.636,5,7.57,0.65,0.43,0.43
939,Oscar JEGOU,Stade Rochelais,12,0.75,5,10.43,0.23,0.93,0.23
11811,Owen SORHAINDO,RC Toulon,2,0.0,2,6.96,0.0,0.0,0.0
1814,P. AZAGOH KOUADIO,Stade Français Paris,16,0.188,5,16.45,0.32,0.0,0.0
2460,P. BARASSI,Stade Toulousain,9,0.667,5,6.38,0.87,1.16,0.29
398,P. CECCARELLI,USA Perpignan,12,0.0,5,7.47,0.0,0.0,0.0
1789,P. GABRILLAGUES,Stade Français Paris,16,0.688,5,10.7,0.0,0.47,0.0
12302,P. SOWAKULA,ASM Clermont,12,0.667,5,10.03,0.0,1.29,0.0
13641,P. TUIFUA,RC Toulon,0,0.0,0,,,,
313,Pablo UBERTI,Union Bordeaux-Bègles,13,0.769,5,7.21,0.66,0.87,0.0
1377,Paolo GARBISI,RC Toulon,8,0.875,5,5.0,0.23,0.68,0.0
2645,Pascal COTET,Aviron Bayonnais,12,0.0,5,7.0,0.0,0.5,0.0
415,Paul ABADIE,Stade Français Paris,11,0.273,5,10.05,0.0,1.49,0.0
1802,Paul ALO EMILE,Stade Français Paris,15,0.067,5,17.32,0.0,0.41,0.0
1017,Paul BOUDEHENT,Stade Rochelais,10,0.7,5,10.03,0.25,0.75,0.5
2427,Paul COSTES,Stade Toulousain,10,0.8,5,4.34,0.0,2.17,0.0
2463,Paul GRAOU,Stade Toulousain,18,0.333,5,5.76,1.52,2.42,0.3
687,Paul JEDRASIAK,Castres Olympique,5,0.4,5,9.59,0.0,0.0,0.0
2485,Paul MALLEZ,Stade Toulousain,5,0.2,5,8.21,0.0,0.0,1.23
1385,Paul VALLEE,US Montauban,11,0.727,5,2.94,0.45,0.45,0.0
2461,Peato MAUVAKA,Stade Toulousain,3,0.0,3,14.63,1.95,2.93,0.0
679,Peceli YATO,USA Perpignan,14,0.5,5,10.26,0.29,1.47,0.88
1757,Peniasi DAKUWAQA,Stade Français Paris,12,0.917,5,4.9,0.45,1.11,0.22
279,Pierre BOCHATON,Union Bordeaux-Bègles,8,0.75,5,8.86,0.44,0.44,0.44
999,Pierre BOURGARIT,Stade Rochelais,5,0.0,5,13.01,0.0,0.0,0.77
11813,Pierre CASTILLON,Aviron Bayonnais,3,0.0,3,14.46,0.0,0.0,0.0
637,Pierre COLONNA,Castres Olympique,6,0.167,5,9.58,0.0,0.0,0.0
2329,Pierre DAMOND,RC Toulon,16,0.0,5,12.94,0.0,0.0,0.0
2456,Pierre FOUYSSAC,ASM Clermont,4,0.5,4,8.5,0.39,1.16,0.0
990,Pierre POPELIN,Castres Olympique,12,0.75,5,3.67,0.0,0.52,0.0
906,Pio MUARUA,ASM Clermont,10,0.0,5,10.0,0.0,0.0,0.42
1952,Posolo TUILAGI,USA Perpignan,6,0.167,5,13.75,0.0,0.83,0.83
986,Quentin LESPIAUCQ,Stade Rochelais,10,0.0,5,6.26,0.45,0.45,0.45
12499,Quentin VALENTINO,Section Paloise,1,0.0,1,4.71,0.0,0.0,0.0
592,Quentin WALCKER,Castres Olympique,8,0.25,5,9.43,0.29,0.0,0.0
12341,R. BONNARD MARTIN,Stade Toulousain,3,0.0,3,22.22,0.0,0.0,0.0
12571,R. JANSE VAN RENSBURG,Union Bordeaux-Bègles,12,0.667,5,10.35,0.0,0.56,1.4
2443,R. NETI,Stade Toulousain,10,0.2,5,6.67,0.0,0.0,0.0
2395,R. PORTAT,Stade Toulousain,2,0.0,2,8.89,0.0,0.0,0.0
13460,R. RICCITELLI,Montpellier Hérault Rugby,8,0.0,5,11.49,0.0,0.0,0.44
1093,R. TAOFIFENUA,Racing 92,12,0.5,5,7.18,0.0,0.34,0.68
14057,Raphael MARCHESIN,Aviron Bayonnais,2,0.0,2,15.48,0.0,0.0,0.0
2381,Rayan REBBADJ,RC Toulon,4,0.75,4,4.69,1.17,1.17,0.0
1000,Reda WARDI,Stade Rochelais,11,0.182,5,11.53,0.0,1.02,0.0
1940,Reece HEWAT,Section Paloise,17,0.353,5,8.23,0.28,0.0,0.0
2677,Remy BAGET,Castres Olympique,6,0.833,5,3.66,0.22,1.29,0.65
13647,Robert LEOTA,Aviron Bayonnais,8,0.625,5,11.06,0.47,0.24,0.0
5847,Robert SIMMONS,ASM Clermont,14,0.5,5,9.14,0.0,0.65,0.33
12001,Robin COULY,Racing 92,1,0.0,1,20.74,0.0,0.0,0.0
462,Rodrigo BRUNI,Aviron Bayonnais,12,0.75,5,10.28,0.67,1.56,0.22
1790,Romain BRIATTE,Stade Français Paris,13,0.615,5,13.95,0.0,0.93,0.0
318,Romain BUROS,Union Bordeaux-Bègles,10,0.7,5,2.9,0.29,0.29,0.0
1873,Romain FONNICOLA,US Montauban,2,0.0,2,6.15,0.0,1.76,0.0
2737,Romain GARDRAT,Union Bordeaux-Bègles,2,0.0,2,6.86,0.0,0.0,0.0
1456,Romain MACURDY,Castres Olympique,1,0.0,1,22.86,0.0,0.0,0.0
2436,Romain NTAMACK,Stade Toulousain,9,0.778,5,8.31,0.9,0.67,0.0
2266,Ru-hann GREYLING,US Montauban,12,0.0,5,11.16,0.0,0.0,0.0
1804,Ryan CHAPUIS,Stade Français Paris,5,0.4,5,13.6,0.0,0.32,0.32
921,Régis MONTAGNE,ASM Clermont,13,0.077,5,9.02,0.0,0.29,0.29
994,Rémi PICQUETTE,Section Paloise,6,0.0,5,7.55,0.0,0.0,0.0
1889,Rémi SENECA,Section Paloise,10,0.0,5,17.33,0.0,0.89,0.0
1736,S. ABRAMISHVILI,Stade Français Paris,5,0.0,5,13.39,0.0,0.0,0.0
1747,S. AHMED,US Montauban,6,1.0,5,4.01,1.56,1.56,0.22
555,S. ARATA PERRONE,Castres Olympique,12,0.667,5,7.0,0.0,1.33,0.0
669,S. BEZY,ASM Clermont,8,0.125,5,10.75,0.0,1.19,0.0
548,S. BURUIANA,Castres Olympique,1,0.0,1,10.0,0.0,0.0,0.0
12612,S. CAMARA,Racing 92,4,0.25,4,11.94,0.0,0.6,0.6
2397,S. CHOCOBARES,Stade Toulousain,7,0.857,5,5.76,0.0,1.77,0.0
14049,S. MAFILE'O,US Montauban,0,0.0,0,,,,
13637,S. MALOLO,USA Perpignan,6,0.167,5,11.84,1.6,0.96,0.32
11803,S. MANYARARA,Racing 92,10,0.3,5,14.75,0.28,0.0,0.0
12704,S. NOTSHE,US Montauban,12,0.417,5,6.86,0.0,0.0,0.0
13613,S. RAVUTAUMADA,Racing 92,7,0.571,5,6.9,0.28,0.83,0.28
1850,S. TOKOLAHI,Section Paloise,10,0.0,5,12.41,0.0,0.0,0.0
2446,S. TOLOFUA,ASM Clermont,15,0.467,5,13.22,0.23,0.93,0.0
429,S. TUICUVU,RC Toulon,10,0.7,5,2.65,0.53,0.0,0.79
12357,S. TURAGACOKE,Stade Français Paris,0,0.0,0,,,,
2023,Sacha LOTRIAN,ASM Clermont,10,0.0,5,15.33,0.0,0.96,0.0
1914,Sacha ZEGUEUR,Section Paloise,15,0.533,5,16.42,0.0,0.0,0.0
12774,Salesi RAYASI,Union Bordeaux-Bègles,14,0.571,5,2.51,1.0,0.5,0.0
660,Samuel EZEALA,Stade Français Paris,13,0.692,5,4.91,0.58,0.0,0.29
12647,Samuel JAMES,Racing 92,11,1.0,5,1.68,0.42,0.84,0.0
8958,Samuel SIMMONDS,LOU Rugby,16,0.625,5,15.29,0.66,0.89,0.22
1794,Sekou MACALOU,Stade Français Paris,10,0.4,5,12.78,0.0,0.41,0.82
3221,Semi LAGIVALA,Stade Rochelais,10,0.4,5,6.59,0.29,1.15,0.0
966,Simeli DAUNIVUCU,Stade Rochelais,7,0.429,5,11.98,0.39,0.39,0.0
940,Simon HUCHET,Stade Rochelais,3,0.0,3,9.7,0.0,0.0,0.0
533,Simon MEKA,Castres Olympique,3,0.333,3,13.07,0.0,0.0,0.0
1244,Simon RENDA,US Montauban,11,0.636,5,6.89,0.53,0.26,0.26
311,Sipili FALATEA,Union Bordeaux-Bègles,7,0.0,5,11.78,0.0,0.62,0.0
2612,Sireli MAQALA,Aviron Bayonnais,14,0.643,5,6.93,0.89,1.34,0.22
12786,Stuart HOGG,Montpellier Hérault Rugby,5,0.0,5,6.5,1.3,1.95,0.0
13364,Suliasi VUNIVALU,Stade Rochelais,4,0.25,4,5.9,1.11,0.37,0.0
2669,Swan CORMENIER,Aviron Bayonnais,7,0.0,5,5.79,0.0,0.0,0.0
2363,Swan REBBADJ,RC Toulon,10,0.5,5,10.27,0.0,0.0,0.31
1944,T. ATTISSOGBE,Section Paloise,4,0.75,4,5.93,0.0,1.48,0.3
11695,T. BUTLIN,Section Paloise,0,0.0,0,,,,
1895,T. DAUBAGNA,Section Paloise,14,0.286,5,7.52,0.68,0.34,0.34
909,T. HALAIFONUA,Stade Français Paris,15,0.467,5,13.29,0.58,0.58,0.29
981,T. KERR BARLOW,Stade Français Paris,14,0.214,5,6.96,0.0,0.0,0.32
1289,T. LEZANA,US Montauban,2,0.0,2,2.86,0.0,0.0,0.0
1769,T. MOTASSI DIBONGUE,Stade Français Paris,9,0.0,5,12.74,1.42,2.83,0.0
2200,T. MOUKORO ABOUEM,LOU Rugby,13,0.0,5,19.28,0.0,0.0,0.0
2486,T. NTAMACK MUYENGA,Stade Toulousain,11,0.364,5,9.72,1.33,1.33,0.88
460,T. RATUVA,ASM Clermont,8,0.75,5,6.35,0.47,1.41,0.71
640,T. STANIFORTH,Castres Olympique,14,0.357,5,14.88,0.0,0.37,0.0
903,T. TAUFA,Union Bordeaux-Bègles,4,0.0,4,7.55,0.75,0.0,0.75
1976,T. TEDDER,USA Perpignan,8,0.75,5,1.73,0.86,1.08,0.0
336,Tani VILI,Stade Français Paris,8,0.875,5,5.85,0.43,0.65,0.22
1047,Tavite VEREDAMU,USA Perpignan,7,0.857,5,6.68,1.29,0.86,0.22
2373,Teddy BAUBIGNY,RC Toulon,18,0.167,5,9.83,0.0,0.27,0.0
11435,Teddy DURAND,Castres Olympique,17,0.294,5,16.54,0.0,0.89,0.0
987,Teddy THOMAS,Stade Toulousain,13,0.692,5,2.41,1.32,0.88,0.0
205,Temo MATIU,Union Bordeaux-Bègles,14,0.643,5,7.56,0.42,0.42,0.21
2674,Tevita TATAFU,Aviron Bayonnais,3,0.0,3,8.0,0.0,0.0,0.0
1971,Theo FORNER,USA Perpignan,12,0.917,5,3.4,1.2,1.2,1.0
1712,Theo MILLET,LOU Rugby,16,0.938,5,12.66,0.4,0.0,0.0
1122,Theo WILLIAM,LOU Rugby,17,0.647,5,14.0,0.29,0.57,0.0
2405,Thibaud FLAMENT,Stade Toulousain,9,0.667,5,8.61,0.28,0.83,0.28
711,Thibaud LANEN,ASM Clermont,10,0.2,5,16.27,0.0,0.45,0.45
1101,Thibaut REGARD,LOU Rugby,4,0.5,4,7.27,0.0,0.0,0.0
984,Thierry PAIVA,Stade Français Paris,10,0.1,5,11.68,0.0,0.0,0.86
2415,Thomas ALARY,Stade Toulousain,1,1.0,1,4.0,0.0,2.0,0.0
1004,Thomas BERJON,Stade Rochelais,15,0.4,5,6.67,0.0,0.48,0.48
2713,Thomas BUE,US Montauban,14,0.071,5,14.63,0.0,0.93,0.0
1935,Thomas CAROL,Section Paloise,1,0.0,1,17.78,0.0,0.0,0.0
2655,Thomas CEYTE,ASM Clermont,14,0.714,5,11.76,0.29,2.01,0.0
1445,Thomas DARMON,Montpellier Hérault Rugby,5,0.0,5,7.72,0.7,0.0,0.0
891,Thomas FORTUNEL,US Montauban,10,0.3,5,4.67,0.0,0.67,0.0
320,Thomas JOLMES,Section Paloise,7,0.429,5,16.2,0.0,0.0,0.0
1707,Thomas LACLAYAT,Section Paloise,16,0.125,5,8.42,0.0,0.0,0.6
2429,Thomas LACOMBRE,Stade Toulousain,13,0.154,5,11.84,0.0,1.63,0.41
888,Thomas LAINAULT,Racing 92,15,0.533,5,18.36,0.0,0.0,0.5
626,Thomas LARREGAIN,US Montauban,3,0.667,3,3.25,0.0,0.41,0.41
982,Thomas LAVAULT,Stade Rochelais,12,0.417,5,6.28,0.0,0.0,0.0
1060,Thomas MARCELINE,LOU Rugby,2,0.0,2,13.58,1.51,0.0,0.0
2450,Thomas RAMOS,Stade Toulousain,10,0.7,5,2.09,1.16,1.4,0.0
1877,Thomas SOUVERBIE,Section Paloise,13,0.0,5,5.62,0.62,0.0,0.0
88,Thomas VINCENT,Montpellier Hérault Rugby,5,0.2,5,7.57,0.0,0.47,0.0
543,Théo CHABOUNI,Castres Olympique,15,0.933,5,2.8,0.4,1.4,0.2
203,Tiaan JACOBS,Union Bordeaux-Bègles,13,0.385,5,9.62,0.0,0.44,0.0
13540,Timéo FRIER,ASM Clermont,0,0.0,0,,,,
1318,Tjiuee UANIVI,US Montauban,14,0.643,5,6.39,0.0,0.0,0.61
13735,Tom BANKS,Montpellier Hérault Rugby,18,1.0,5,1.6,0.0,0.6,0.0
11782,Tom BELKESSA,ASM Clermont,0,0.0,0,,,,
1987,Tom ECOCHARD,USA Perpignan,15,0.4,5,10.55,0.36,0.36,0.0
11741,Tom LEVEQUE,Aviron Bayonnais,1,0.0,1,0.0,0.0,0.0,0.0
382,Tom RAFFY,ASM Clermont,8,0.125,5,4.77,0.0,0.0,0.0
2753,Tom SPRING,Aviron Bayonnais,16,0.75,5,4.26,0.47,0.24,0.0
14078,Tomas ALBORNOZ,RC Toulon,6,0.667,5,6.15,0.85,0.42,0.0
13644,Tomas RAPETTI,Stade Toulousain,1,0.0,1,0.0,0.0,0.0,0.0
9603,Tommaso ALLAN,USA Perpignan,8,0.5,5,1.73,0.58,0.58,0.0
1858,Tumua MANU,Section Paloise,4,0.75,4,5.45,0.68,0.68,0.34
550,Tyler ARDRON,Castres Olympique,12,0.75,5,11.64,0.25,0.5,0.5
1383,Tyler DUGUID,Montpellier Hérault Rugby,17,0.706,5,12.34,0.0,0.0,0.22
1312,Tyrone VIIGA,US Montauban,9,0.444,5,10.99,0.28,0.0,0.0
309,Ugo BONIFACE,Union Bordeaux-Bègles,4,0.0,4,10.26,0.0,2.05,0.0
11875,Ugo PACOME,Stade Rochelais,7,0.571,5,2.02,0.0,0.67,0.0
12473,Ugo SEUNES,Racing 92,16,0.75,5,4.39,0.73,0.24,0.24
983,Uini ATONIO,Stade Rochelais,3,0.0,3,3.92,0.0,0.0,0.0
950,Ultan DILLANE,Stade Rochelais,6,0.333,5,8.2,0.0,0.33,0.33
988,Ulupano SEUTENI,Stade Rochelais,12,0.583,5,3.59,0.51,1.54,0.0
12387,Upaleto FEAO,Stade Rochelais,2,0.0,2,8.16,0.0,0.0,0.0
549,V. BOTITU,Castres Olympique,13,0.692,5,6.53,0.48,0.73,0.0
2414,V. DELPY,Stade Toulousain,4,0.75,4,5.31,0.28,0.56,0.0
13811,V. FIFITA,US Montauban,15,0.6,5,5.1,0.0,0.0,0.0
1424,V. GIUDICELLI,Aviron Bayonnais,7,0.0,5,12.92,0.5,0.0,0.0
13482,V. HUTTEAU,Union Bordeaux-Bègles,10,0.1,5,2.07,0.41,2.07,0.41
13511,V. KARAWALEVU,Castres Olympique,10,0.6,5,2.74,1.37,0.69,0.0
2009,V. MONTGAILLARD,USA Perpignan,5,0.0,5,17.25,0.0,0.0,0.52
1264,V. RAMOTOTABUA,Castres Olympique,6,0.167,5,13.27,0.0,0.0,0.36
10999,V. SIMUTOGA,US Montauban,11,0.091,5,9.55,0.0,0.0,0.45
1397,V. WELSCH,Montpellier Hérault Rugby,2,0.0,2,11.85,0.0,0.0,0.0
3063,Victor HANNOUN,Aviron Bayonnais,3,1.0,3,3.84,0.0,0.0,0.35
1991,Victor MOREAUX,US Montauban,2,0.0,2,8.89,0.0,2.96,0.0
12461,Viliami VUNIPOLA,Montpellier Hérault Rugby,15,0.8,5,11.3,0.0,0.9,0.0
2132,Vinaya HABOSI,Racing 92,16,0.688,5,7.56,0.29,1.45,0.58
1437,Vincent RATTEZ,LOU Rugby,3,0.667,3,6.4,0.0,1.37,0.46
11673,Vladi ASHVETIA,Racing 92,2,0.5,2,6.96,1.39,0.7,0.0
574,W. HOUNKPATIN,Montpellier Hérault Rugby,15,0.067,5,10.49,0.0,0.3,0.9
916,W. HULLEU,Racing 92,13,0.846,5,3.87,0.91,0.68,0.0
1245,Wame NAITUVI,Racing 92,2,0.5,2,3.2,1.6,1.6,0.0
11839,Will ROWLANDS,Racing 92,6,0.667,5,14.21,0.0,0.26,0.26
